insert into student (first_name, last_name, gender, age, telephone, scores) values ('Slade', 'Delacroux', 'Male', 58, '9222866088', 92);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kacey', 'Clausewitz', 'Female', 67, '5546487143', 35);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Jillayne', 'Frango', 'Female', 87, '3062422262', 48);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Paolo', 'Robertshaw', 'Male', 96, '7517092774', 8);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Brice', 'Sidebotton', 'Male', 26, '7856747234', 85);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Timothee', 'Wolfenden', 'Male', 36, '0474142094', 12);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Orion', 'Fairman', 'Male', 28, '1707942579', 31);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Alford', 'Podmore', 'Male', 41, '2658560184', 100);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kath', 'Casale', 'Female', 1, '5350774948', 27);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Godfry', 'Cringle', 'Male', 31, '1147756155', 9);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dillon', 'Yukhov', 'Male', 16, '5101385131', 46);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Nessi', 'Tivers', 'Female', 2, '2970999358', 39);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Maighdiln', 'Coweuppe', 'Female', 49, '5390252616', 14);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Alessandra', 'Cinelli', 'Female', 17, '5882031621', 43);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Delilah', 'Alexsandrowicz', 'Female', 92, '3367225517', 39);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Eda', 'Pourvoieur', 'Female', 38, '2433268028', 97);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Halie', 'Minty', 'Female', 82, '4852084092', 93);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Wes', 'Toulmin', 'Male', 65, '4620488348', 78);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dorise', 'Willis', 'Female', 62, '7366104981', 51);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dud', 'Caile', 'Male', 15, '2129141773', 46);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gill', 'Dominik', 'Male', 79, '5539001680', 20);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Eberto', 'Yurasov', 'Male', 6, '4332373367', 45);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Wanids', 'Edscer', 'Female', 77, '6357428876', 70);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Melita', 'Groundwater', 'Female', 100, '5480732196', 31);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Elwira', 'Cod', 'Female', 36, '2285411316', 100);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Elnore', 'Benbow', 'Female', 22, '2516253443', 67);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Orelia', 'Perview', 'Female', 73, '6404195232', 24);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Juliane', 'Swin', 'Female', 15, '7107287451', 82);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kinny', 'Sercombe', 'Male', 45, '9293355132', 34);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dani', 'Keller', 'Female', 48, '3055689097', 10);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Cathleen', 'Flanders', 'Female', 82, '9883377401', 28);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kacy', 'Callaghan', 'Female', 22, '9223894484', 6);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Thorin', 'Kumar', 'Male', 42, '8838436843', 42);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Rebekah', 'Blare', 'Female', 80, '5039703546', 29);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Rodi', 'Mulrenan', 'Female', 30, '1200348869', 99);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Lynde', 'Currao', 'Female', 76, '7718755061', 97);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Hughie', 'Jelley', 'Male', 69, '5976424015', 84);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Lexie', 'Haugen', 'Female', 19, '1298706386', 29);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Pietra', 'Guyton', 'Female', 16, '0881394971', 90);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Alysia', 'Potten', 'Female', 83, '4353408895', 1);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Boniface', 'Wilse', 'Male', 41, '2621127819', 34);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Erl', 'Bielby', 'Male', 10, '2351782909', 88);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Rachelle', 'Hammett', 'Female', 88, '5897061939', 30);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Drake', 'Awin', 'Male', 55, '3242759966', 30);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Stephine', 'Matthis', 'Female', 21, '3770616367', 60);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Nathalie', 'Fischer', 'Female', 24, '8552629437', 66);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Edi', 'Heskin', 'Female', 49, '1187233684', 89);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gerrard', 'Primak', 'Male', 6, '9780699759', 8);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Mile', 'Lennard', 'Male', 78, '6699927450', 14);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Stevie', 'Saurin', 'Male', 49, '7785659842', 46);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Allina', 'Vasyushkhin', 'Female', 34, '2111630500', 91);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Derby', 'Maes', 'Male', 32, '0775400769', 3);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Shandeigh', 'Placstone', 'Female', 8, '9838919373', 22);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Adaline', 'Guterson', 'Female', 4, '7696198742', 85);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Lazare', 'Charlesworth', 'Male', 55, '7269635072', 15);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Jobyna', 'Matteotti', 'Female', 12, '5795105481', 82);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ulrika', 'Bapty', 'Female', 6, '3314012454', 91);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Osborn', 'Nanson', 'Male', 57, '2609911033', 50);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Karissa', 'Mainland', 'Female', 66, '0427883091', 23);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Osmond', 'Gendricke', 'Male', 71, '3369573393', 6);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Vilhelmina', 'Pearmine', 'Female', 99, '3943418421', 99);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Brandon', 'Ragate', 'Male', 62, '5975110041', 29);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Toma', 'Ramm', 'Female', 20, '7086688363', 63);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Eddie', 'Lalevee', 'Male', 39, '3263348566', 12);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Willow', 'Louch', 'Female', 67, '9376636457', 68);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gwendolyn', 'Marcome', 'Female', 96, '8992856806', 62);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Tom', 'Tamplin', 'Male', 27, '6445210147', 81);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gladys', 'Pitts', 'Female', 87, '5435013895', 99);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Town', 'Warters', 'Male', 65, '9662766499', 74);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Yvette', 'Baly', 'Female', 96, '8191773899', 64);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Michaella', 'Stolte', 'Female', 97, '1583098488', 12);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Zoe', 'Keatley', 'Female', 51, '3050987936', 30);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Nertie', 'Santino', 'Female', 68, '4204696759', 82);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Roseanne', 'Castille', 'Female', 13, '3432712057', 63);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Adara', 'Healings', 'Female', 97, '5907260483', 29);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dominique', 'Richten', 'Female', 81, '9541880703', 67);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Fielding', 'Mathewson', 'Male', 32, '9039795630', 6);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Galina', 'Fleet', 'Female', 52, '0793012732', 14);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Corbet', 'Plunket', 'Male', 8, '8011591487', 86);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Farly', 'Quantrill', 'Male', 95, '5878787342', 14);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dion', 'Rowes', 'Female', 73, '0270170642', 75);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Raddy', 'Whifen', 'Male', 24, '2193600325', 81);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Forrester', 'Popping', 'Male', 41, '2548021483', 79);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ines', 'Seear', 'Female', 97, '4708288069', 36);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Humphrey', 'Clevely', 'Male', 26, '0339508965', 79);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Cariotta', 'Bellfield', 'Female', 92, '2574568370', 45);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Claire', 'Szymanowicz', 'Male', 100, '3025839627', 84);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Robinson', 'Chapling', 'Male', 31, '8522589356', 82);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Hynda', 'MacGuiness', 'Female', 70, '8582837437', 29);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Lynn', 'Brownsworth', 'Male', 4, '7150583997', 46);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Iver', 'Pizzie', 'Male', 35, '3533191893', 7);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Shauna', 'Crecy', 'Female', 12, '7555473879', 41);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kendre', 'Simmen', 'Female', 8, '6267779076', 80);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Carlie', 'Rolingson', 'Female', 29, '4929453348', 77);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Merell', 'Golbourn', 'Male', 26, '7042374827', 49);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Mufinella', 'Spuffard', 'Female', 98, '1391351800', 91);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gustavus', 'Drewes', 'Male', 78, '5863678070', 88);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Allison', 'Cringle', 'Female', 12, '7593854094', 81);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Elisha', 'Whewell', 'Female', 50, '9137679716', 83);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Edsel', 'Duplain', 'Male', 80, '6324348857', 47);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Wat', 'Babidge', 'Male', 20, '5214163835', 77);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Eldon', 'Bloy', 'Male', 67, '5707363912', 17);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Arleen', 'Sharply', 'Female', 47, '4504634848', 7);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Roy', 'Lubomirski', 'Male', 82, '4448711528', 40);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Meagan', 'Kirsch', 'Female', 3, '9852079603', 23);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Meta', 'Poel', 'Female', 25, '3326617917', 33);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Madge', 'Yeomans', 'Female', 23, '1674495633', 74);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Davine', 'Fritschmann', 'Female', 57, '5211778995', 18);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Georgy', 'Adlem', 'Male', 27, '7813806581', 89);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Pierre', 'McAughtrie', 'Male', 46, '7631991790', 59);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Bendix', 'Porritt', 'Male', 8, '4521657516', 93);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ricki', 'Crosio', 'Female', 77, '7925223545', 6);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Julia', 'St. Paul', 'Female', 17, '3120368814', 65);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dean', 'Alder', 'Male', 74, '9106389384', 16);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Andriana', 'Trusty', 'Female', 9, '6301363418', 88);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Frasco', 'Bustin', 'Male', 61, '2590169590', 40);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Jsandye', 'Hruska', 'Female', 4, '2492794385', 93);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Olga', 'Staddon', 'Female', 60, '9503549256', 20);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Guillermo', 'Burden', 'Male', 76, '3842017081', 49);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Tani', 'Ducarne', 'Female', 60, '0074735993', 61);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Liesa', 'Strangman', 'Female', 14, '7249660438', 40);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Daniela', 'Inglese', 'Female', 48, '6416706989', 31);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Flor', 'Costerd', 'Female', 64, '8939749626', 81);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Bibi', 'Camelin', 'Female', 84, '9019972928', 0);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Lizzie', 'Mival', 'Female', 75, '9311743976', 0);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Monroe', 'Fulkes', 'Male', 63, '5640874058', 71);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ami', 'Hardaway', 'Female', 46, '8557250711', 100);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Jaclyn', 'Kassidy', 'Female', 36, '5584045012', 98);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Tedd', 'Vautrey', 'Male', 87, '0486022196', 55);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Werner', 'Matchell', 'Male', 45, '5715584531', 21);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Bel', 'Lindro', 'Female', 96, '0867793198', 83);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Cymbre', 'Bachshell', 'Female', 36, '2054632066', 51);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Garald', 'Ferney', 'Male', 80, '2035453208', 17);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Geordie', 'Perillio', 'Male', 13, '4380775844', 24);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Petronella', 'Baynam', 'Female', 69, '7592302691', 97);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ross', 'Morphey', 'Male', 98, '9432180689', 55);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Oby', 'Turford', 'Male', 77, '0216644992', 22);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ted', 'Coche', 'Male', 24, '3747163394', 28);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ivar', 'Ricciardo', 'Male', 12, '2553058829', 50);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ethelyn', 'Conti', 'Female', 74, '5960618060', 47);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sandy', 'Fishley', 'Female', 34, '1333746954', 17);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sergei', 'Apfelmann', 'Male', 62, '0799340839', 38);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Bridie', 'Wooles', 'Female', 50, '3141108366', 73);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Indira', 'Ruhben', 'Female', 4, '4026192466', 60);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Napoleon', 'Kelberman', 'Male', 1, '8061924463', 33);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sky', 'Vasiljevic', 'Male', 35, '6267935965', 93);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sauncho', 'Garman', 'Male', 80, '3575186782', 26);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Rosy', 'Riddel', 'Female', 96, '8615586888', 70);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Desmond', 'Aingel', 'Male', 6, '9221847705', 51);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Aurel', 'Florio', 'Female', 10, '6239996556', 12);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Spenser', 'O''Hagan', 'Male', 42, '9731772928', 75);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Christoper', 'Bowstead', 'Male', 85, '8774787012', 20);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Halsey', 'Mintoft', 'Male', 40, '9276524878', 92);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Maurits', 'Bearsmore', 'Male', 27, '2428877976', 92);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Darrell', 'Wrightham', 'Male', 40, '0245153586', 5);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Jessey', 'Law', 'Male', 53, '1709297778', 57);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Papagena', 'Chetwin', 'Female', 21, '5921216879', 93);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Georgie', 'Jendrach', 'Male', 4, '0726775177', 98);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Cece', 'Broggelli', 'Male', 83, '8145258049', 75);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ranique', 'Downe', 'Female', 13, '6499463876', 61);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Zedekiah', 'Gahagan', 'Male', 59, '7984917558', 13);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Pearce', 'Kobierzycki', 'Male', 62, '5919704403', 70);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Denise', 'Gigg', 'Female', 39, '5134117462', 62);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ben', 'McPartling', 'Male', 30, '5645929349', 64);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Zitella', 'Sobieski', 'Female', 44, '2802743570', 17);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Minetta', 'Giffkins', 'Female', 48, '8271795821', 23);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Franky', 'Manginot', 'Male', 14, '1487042221', 31);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Stepha', 'Idwal Evans', 'Female', 12, '1061785815', 4);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Crista', 'Keiley', 'Female', 42, '0818947543', 98);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Tony', 'Demsey', 'Male', 57, '7478199909', 44);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kore', 'Begent', 'Female', 76, '5329058058', 96);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Herculie', 'O''Mohun', 'Male', 33, '8869359972', 54);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Erinna', 'Bangs', 'Female', 66, '4471532537', 6);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Lula', 'Yielding', 'Female', 28, '1502392666', 3);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Alana', 'Grummitt', 'Female', 4, '0102517371', 19);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Derrek', 'Eykel', 'Male', 92, '2394506628', 63);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Guillermo', 'Clawsley', 'Male', 81, '0605192111', 80);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Prentice', 'Beniesh', 'Male', 88, '6906981765', 55);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sterling', 'Ireland', 'Male', 81, '2860375775', 49);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Aindrea', 'Pochon', 'Female', 95, '6843906419', 90);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sande', 'Lewer', 'Female', 55, '1038197848', 3);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sindee', 'Kittles', 'Female', 85, '6400284788', 45);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Alvy', 'Seathwright', 'Male', 12, '0635471841', 26);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dana', 'Callinan', 'Female', 73, '0085245372', 18);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gael', 'Jewks', 'Male', 94, '6413677546', 45);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Berty', 'Cornelis', 'Male', 82, '0537929177', 65);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Rouvin', 'Gian', 'Male', 75, '5721389087', 39);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Trescha', 'Windridge', 'Female', 90, '8156459393', 43);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Blancha', 'Webland', 'Female', 41, '8336338403', 56);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kissiah', 'Katt', 'Female', 53, '8589601412', 49);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Rodge', 'Baroche', 'Male', 24, '2206235897', 5);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Perice', 'Ben', 'Male', 48, '4489985975', 23);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Hatty', 'Clemmen', 'Female', 39, '0509615538', 85);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Stesha', 'Lankford', 'Female', 12, '2557109711', 7);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Nessie', 'Tooley', 'Female', 58, '3522606175', 15);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Oralle', 'Behrendsen', 'Female', 100, '4921444943', 58);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Harcourt', 'Dungate', 'Male', 37, '1145078540', 17);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Redd', 'Denes', 'Male', 40, '1863164561', 87);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Berrie', 'Lisimore', 'Female', 20, '3724272952', 13);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Valentine', 'De Carolis', 'Male', 41, '8355088522', 90);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Barnabe', 'Staten', 'Male', 85, '7313945302', 2);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Yankee', 'MacNeish', 'Male', 100, '1792615272', 51);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Friedrick', 'Goscomb', 'Male', 27, '8004251285', 95);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Reese', 'Ruggen', 'Male', 59, '3216505235', 79);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ermentrude', 'Ramshaw', 'Female', 16, '0311855423', 90);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Francyne', 'Herrero', 'Female', 4, '8691576170', 58);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dorree', 'Franckton', 'Female', 33, '1142372987', 60);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Natale', 'Tourle', 'Male', 54, '8602119585', 54);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Cymbre', 'Zimmermeister', 'Female', 86, '0698614437', 78);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ada', 'Rallings', 'Female', 78, '6774318169', 19);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Henri', 'Creavin', 'Male', 46, '2316242014', 33);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Anthe', 'Clinton', 'Female', 75, '0009628290', 31);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Emmit', 'Sorro', 'Male', 75, '0311535607', 84);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Abbie', 'Caramuscia', 'Female', 69, '7929186083', 91);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Edith', 'Manson', 'Female', 83, '5621646029', 36);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Judye', 'Wyeld', 'Female', 5, '6153764959', 30);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Heriberto', 'Perris', 'Male', 73, '7561214065', 21);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Eloise', 'Salters', 'Female', 27, '4659330672', 20);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ddene', 'Pues', 'Female', 63, '6814744147', 17);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Emmott', 'Meddemmen', 'Male', 57, '9007645110', 68);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Latrena', 'Grassett', 'Female', 45, '7772566530', 22);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Vernor', 'Kubczak', 'Male', 92, '8246533088', 79);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Terrijo', 'Janaszewski', 'Female', 78, '4567581385', 4);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Timothea', 'Smithyman', 'Female', 55, '6034721385', 6);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Laurena', 'Curzey', 'Female', 30, '6822898476', 44);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Franciskus', 'Wichard', 'Male', 96, '2229458213', 52);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Erik', 'Hastewell', 'Male', 49, '0577372904', 93);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gauthier', 'Scaysbrook', 'Male', 18, '0315846437', 21);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Joline', 'Wiper', 'Female', 11, '5558801786', 70);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Selig', 'Gapper', 'Male', 51, '2655391624', 27);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Erena', 'Bacop', 'Female', 64, '3466834813', 45);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Danit', 'Lievesley', 'Female', 12, '6570521101', 60);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Nickolai', 'Barrowcliff', 'Male', 55, '9311619272', 19);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Quinton', 'Grainger', 'Male', 37, '6717653418', 86);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gwynne', 'Rudgerd', 'Female', 66, '4973784230', 62);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ingeberg', 'Pratte', 'Female', 12, '8710195165', 47);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Guthry', 'Klousner', 'Male', 44, '8709738142', 28);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Granger', 'Franz-Schoninger', 'Male', 29, '1813207569', 1);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Debbi', 'Seaman', 'Female', 18, '1364245078', 76);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Aloise', 'Ahearne', 'Female', 32, '0089859987', 98);
